,game,model,experiment,episode,metric,value
1999,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_13,Aborted,0.0
2000,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_13,Main Score,0.0
2001,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_13,Request Success Ratio,1.0
2002,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Generated Expression Length,137.0
2003,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Generated Expression Number of Tokens,25.0
2004,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Aborted at Player 1,0.0
2005,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Aborted at Player 2,0.0
2006,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Request Count,2.0
2007,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Parsed Request Count,2.0
2008,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Violated Request Count,0.0
2009,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Success,0.0
2010,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Lose,1.0
2011,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Aborted,0.0
2012,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Main Score,0.0
2013,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_14,Request Success Ratio,1.0
2014,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Generated Expression Length,87.0
2015,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Generated Expression Number of Tokens,17.0
2016,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Aborted at Player 1,0.0
2017,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Aborted at Player 2,0.0
2018,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Request Count,2.0
2019,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Parsed Request Count,2.0
2020,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Violated Request Count,0.0
2021,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Success,0.0
2022,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Lose,1.0
2023,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Aborted,0.0
2024,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Main Score,0.0
2025,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_15,Request Success Ratio,1.0
2026,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Generated Expression Length,87.0
2027,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Generated Expression Number of Tokens,17.0
2028,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Aborted at Player 1,0.0
2029,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Aborted at Player 2,0.0
2030,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Request Count,2.0
2031,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Parsed Request Count,2.0
2032,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Violated Request Count,0.0
2033,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Success,1.0
2034,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Lose,0.0
2035,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Aborted,0.0
2036,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Main Score,100.0
2037,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_16,Request Success Ratio,1.0
2038,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Generated Expression Length,87.0
2039,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Generated Expression Number of Tokens,17.0
2040,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Aborted at Player 1,0.0
2041,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Aborted at Player 2,0.0
2042,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Request Count,2.0
2043,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Parsed Request Count,2.0
2044,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Violated Request Count,0.0
2045,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Success,1.0
2046,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Lose,0.0
2047,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Aborted,0.0
2048,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Main Score,100.0
2049,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_17,Request Success Ratio,1.0
2050,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Generated Expression Length,130.0
2051,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Generated Expression Number of Tokens,24.0
2052,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Aborted at Player 1,0.0
2053,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Aborted at Player 2,0.0
2054,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Request Count,2.0
2055,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Parsed Request Count,2.0
2056,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Violated Request Count,0.0
2057,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Success,1.0
2058,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Lose,0.0
2059,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Aborted,0.0
2060,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Main Score,100.0
2061,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_18,Request Success Ratio,1.0
2062,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Generated Expression Length,130.0
2063,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Generated Expression Number of Tokens,24.0
2064,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Aborted at Player 1,0.0
2065,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Aborted at Player 2,0.0
2066,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Request Count,2.0
2067,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Parsed Request Count,2.0
2068,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Violated Request Count,0.0
2069,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Success,0.0
2070,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Lose,1.0
2071,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Aborted,0.0
2072,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Main Score,0.0
2073,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_19,Request Success Ratio,1.0
2074,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Generated Expression Length,141.0
2075,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Generated Expression Number of Tokens,26.0
2076,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Aborted at Player 1,0.0
2077,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Aborted at Player 2,0.0
2078,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Request Count,2.0
2079,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Parsed Request Count,2.0
2080,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Violated Request Count,0.0
2081,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Success,0.0
2082,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Lose,1.0
2083,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Aborted,0.0
2084,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Main Score,0.0
2085,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_2,Request Success Ratio,1.0
2086,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Generated Expression Length,130.0
2087,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Generated Expression Number of Tokens,24.0
2088,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Aborted at Player 1,0.0
2089,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Aborted at Player 2,0.0
2090,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Request Count,2.0
2091,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Parsed Request Count,2.0
2092,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Violated Request Count,0.0
2093,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Success,0.0
2094,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Lose,1.0
2095,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Aborted,0.0
2096,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Main Score,0.0
2097,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_20,Request Success Ratio,1.0
2098,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Generated Expression Length,138.0
2099,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Generated Expression Number of Tokens,30.0
2100,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Aborted at Player 1,0.0
2101,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Aborted at Player 2,0.0
2102,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Request Count,2.0
2103,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Parsed Request Count,2.0
2104,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Violated Request Count,0.0
2105,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Success,1.0
2106,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Lose,0.0
2107,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Aborted,0.0
2108,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Main Score,100.0
2109,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_21,Request Success Ratio,1.0
2110,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Generated Expression Length,138.0
2111,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Generated Expression Number of Tokens,30.0
2112,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Aborted at Player 1,0.0
2113,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Aborted at Player 2,0.0
2114,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Request Count,2.0
2115,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Parsed Request Count,2.0
2116,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Violated Request Count,0.0
2117,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Success,1.0
2118,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Lose,0.0
2119,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Aborted,0.0
2120,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Main Score,100.0
2121,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_22,Request Success Ratio,1.0
2122,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Generated Expression Length,138.0
2123,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Generated Expression Number of Tokens,30.0
2124,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Aborted at Player 1,0.0
2125,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Aborted at Player 2,0.0
2126,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Request Count,2.0
2127,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Parsed Request Count,2.0
2128,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Violated Request Count,0.0
2129,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Success,1.0
2130,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Lose,0.0
2131,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Aborted,0.0
2132,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Main Score,100.0
2133,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_23,Request Success Ratio,1.0
2134,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Generated Expression Length,65.0
2135,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Generated Expression Number of Tokens,13.0
2136,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Aborted at Player 1,0.0
2137,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Aborted at Player 2,0.0
2138,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Request Count,2.0
2139,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Parsed Request Count,2.0
2140,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Violated Request Count,0.0
2141,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Success,1.0
2142,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Lose,0.0
2143,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Aborted,0.0
2144,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Main Score,100.0
2145,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_24,Request Success Ratio,1.0
2146,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Generated Expression Length,65.0
2147,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Generated Expression Number of Tokens,13.0
2148,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Aborted at Player 1,0.0
2149,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Aborted at Player 2,0.0
2150,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Request Count,2.0
2151,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Parsed Request Count,2.0
2152,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Violated Request Count,0.0
2153,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Success,1.0
2154,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Lose,0.0
2155,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Aborted,0.0
2156,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Main Score,100.0
2157,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_25,Request Success Ratio,1.0
2158,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Generated Expression Length,65.0
2159,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Generated Expression Number of Tokens,13.0
2160,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Aborted at Player 1,0.0
2161,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Aborted at Player 2,0.0
2162,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Request Count,2.0
2163,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Parsed Request Count,2.0
2164,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Violated Request Count,0.0
2165,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Success,1.0
2166,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Lose,0.0
2167,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Aborted,0.0
2168,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Main Score,100.0
2169,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_26,Request Success Ratio,1.0
2170,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Generated Expression Length,81.0
2171,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Generated Expression Number of Tokens,18.0
2172,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Aborted at Player 1,0.0
2173,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Aborted at Player 2,0.0
2174,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Request Count,2.0
2175,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Parsed Request Count,2.0
2176,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Violated Request Count,0.0
2177,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Success,1.0
2178,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Lose,0.0
2179,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Aborted,0.0
2180,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Main Score,100.0
2181,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_27,Request Success Ratio,1.0
2182,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Generated Expression Length,81.0
2183,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Generated Expression Number of Tokens,18.0
2184,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Aborted at Player 1,0.0
2185,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Aborted at Player 2,0.0
2186,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Request Count,2.0
2187,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Parsed Request Count,2.0
2188,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Violated Request Count,0.0
2189,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Success,1.0
2190,referencegame,c4ai-command-r-08-2024-t0.0--c4ai-command-r-08-2024-t0.0,2_diagonal_grids,episode_28,Lose,0.0
